	sequences per sample	iteration	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112479	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112494	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112523	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538
alpha_rarefaction_703_5.txt	703	5	353.272727273	434.788461538	476.977272727	444.341463415	441.657894737	405.660377358	435.9	470.75	404.216216216	449.625	394.575	368.533333333	422.565217391	384.875	476.37037037	460.75	441.82	285.166666667	370.117647059	259.78125	530.04	412.75	364.260869565	435.193548387	241.24	405.24	263.75	380.0	264.965517241	225.636363636	314.555555556	400.47826087	223.0	290.9375	101.0	234.882352941	228.647058824	115.625	340.285714286	242.25	157.2	165.0	126.75	132.058823529	124.0	244.555555556	111.076923077	133.75	195.555555556	232.12	207.65	419.029411765	362.162162162	267.157894737	302.64	148.076923077	184.625	356.935483871	319.976744186	333.896551724	249.363636364	236.666666667	161.5	303.142857143
alpha_rarefaction_703_6.txt	703	6	427.277777778	441.630434783	392.295774648	388.882352941	515.153846154	474.956521739	537.222222222	415.363636364	508.028571429	444.981132075	359.813953488	419.903225806	351.7	480.142857143	354.219512195	439.666666667	522.65	191.807692308	529.387096774	364.142857143	526.275862069	398.525	395.956521739	353.303030303	239.954545455	431.885714286	244.555555556	306.675675676	433.65	243.9	297.8125	355.02173913	161.136363636	344.894736842	119.272727273	285.15	185.384615385	137.8	265.529411765	300.882352941	175.142857143	196.125	90.5	118.5	105.909090909	211.12	103.5	116.461538462	162.285714286	296.333333333	176.5625	450.25	513.085714286	291.0	511.555555556	234.1	217.142857143	380.111111111	428.214285714	310.5	348.8	334.0	191.5	257.473684211
alpha_rarefaction_703_7.txt	703	7	375.75	495.486486486	595.216216216	361.352941176	390.458333333	382.226415094	473.487179487	407.416666667	352.27027027	444.571428571	391.8	388.277777778	320.090909091	428.625	365.774193548	433.034482759	480.166666667	257.714285714	333.88372093	301.0	380.081081081	388.568181818	340.689655172	392.75	220.055555556	404.516129032	202.058823529	365.533333333	272.714285714	313.142857143	266.315789474	422.0	168.125	368.833333333	112.0	238.772727273	239.555555556	113.833333333	296.322580645	221.315789474	126.071428571	213.055555556	115.0	124.0	108.363636364	262.25	125.214285714	105.0	163.285714286	296.3125	183.615384615	392.0625	405.176470588	187.214285714	354.0	275.625	183.75	366.25	364.689655172	287.307692308	326.166666667	247.5	223.0	203.454545455
alpha_rarefaction_703_8.txt	703	8	397.024390244	368.471698113	514.404255319	518.552631579	363.418181818	433.352941176	464.5625	320.4	422.088235294	504.523809524	396.12244898	387.578947368	321.0	433.5	385.837209302	345.322580645	488.595744681	278.869565217	438.0	391.0	503.161290323	351.5	373.142857143	403.214285714	217.772727273	391.935483871	234.9375	385.37037037	293.193548387	244.285714286	213.772727273	373.4	170.260869565	327.107142857	175.0	207.772727273	180.636363636	283.0	386.111111111	296.166666667	135.15	192.5	104.083333333	162.4	114.0	198.576923077	119.0	119.2	191.5625	297.076923077	150.235294118	401.136363636	468.166666667	181.5	508.0	200.363636364	154.882352941	276.5	419.576923077	231.357142857	312.181818182	256.75	155.5625	276.333333333
alpha_rarefaction_703_9.txt	703	9	415.684210526	452.294117647	471.679245283	394.87755102	454.727272727	454.5	486.826086957	382.794117647	456.09375	443.551724138	361.8	415.108108108	367.6	387.818181818	488.677419355	283.682926829	433.446808511	323.473684211	420.71875	391.545454545	381.526315789	295.127659574	375.78125	338.090909091	257.105263158	317.5	258.75	412.391304348	300.576923077	239.285714286	235.043478261	364.285714286	190.214285714	318.4375	166.0	218.5	168.115384615	96.0	353.774193548	301.555555556	264.0	195.0	109.428571429	133.055555556	108.909090909	261.166666667	111.214285714	179.0	122.125	267.538461538	222.3125	499.2	443.097560976	203.12	262.206896552	163.153846154	247.428571429	334.303030303	376.870967742	245.4375	374.652173913	461.909090909	190.545454545	293.565217391
alpha_rarefaction_802_0.txt	802	0	365.666666667	457.022222222	460.327868852	401.195652174	524.405405405	433.725490196	428.318181818	372.534883721	485.790697674	477.232142857	473.0	380.076923077	399.724137931	473.279069767	379.583333333	358.622222222	496.625	254.615384615	334.333333333	447.352941176	462.0	410.823529412	314.6	391.0	239.033333333	571.517241379	274.166666667	352.028571429	444.0	307.777777778	265.142857143	445.552631579	187.619047619	292.0	118.066666667	220.785714286	236.2	127.25	337.756756757	388.565217391	177.473684211	175.176470588	102.076923077	148.571428571	108.2	232.5	124.5	146.545454545	205.176470588	270.0625	203.875	505.023809524	393.0	183.2	351.130434783	162.928571429	180.4	488.526315789	460.03125	399.107142857	318.5	279.615384615	128.333333333	218.5
alpha_rarefaction_802_1.txt	802	1	416.466666667	504.52	489.722222222	478.926829268	502.12195122	435.352941176	476.625	539.935483871	418.5	491.0	406.972972973	353.133333333	381.488372093	420.872727273	378.813953488	355.666666667	632.069767442	291.034482759	443.885714286	291.578947368	496.0	403.8	335.529411765	354.085714286	321.3	383.75	249.0	419.875	264.1	272.7	374.4	371.0	240.5	278.0	137.125	257.555555556	209.555555556	99.25	343.896551724	308.052631579	189.25	209.55	114.909090909	131.0	98.0	248.625	122.5	106.473684211	172.454545455	390.076923077	256.0	460.848484848	511.447368421	213.2	398.875	380.0	154.538461538	406.136363636	450.058823529	351.272727273	307.777777778	280.714285714	336.111111111	309.4375
alpha_rarefaction_802_2.txt	802	2	461.3125	411.163265306	482.06122449	493.790697674	477.222222222	389.468085106	434.898305085	317.263157895	450.651162791	406.2	462.026315789	458.885714286	344.567567568	407.411764706	458.033333333	388.333333333	508.170212766	338.571428571	400.567567568	265.625	395.0	368.03030303	360.0	487.7	270.166666667	402.12244898	248.5	331.941176471	286.885714286	316.235294118	274.217391304	516.65625	165.041666667	365.25	119.25	265.136363636	310.461538462	186.166666667	380.275862069	357.043478261	178.153846154	198.8	107.545454545	133.2	125.071428571	264.541666667	117.473684211	107.2	162.647058824	270.0625	186.5	537.785714286	391.875	223.161290323	347.041666667	256.0	166.0	375.083333333	467.527777778	307.59375	254.0	297.555555556	149.235294118	295.0
alpha_rarefaction_802_3.txt	802	3	559.0	489.622222222	536.788461538	474.384615385	470.136363636	414.769230769	524.631578947	547.037037037	428.923076923	564.813953488	491.195652174	417.451612903	409.4	477.058823529	462.823529412	481.8	548.6875	316.15	383.21875	332.8	484.108108108	394.516129032	405.230769231	310.277777778	258.222222222	387.65	247.1875	347.538461538	270.78125	439.769230769	266.517241379	403.166666667	218.5	295.034482759	127.176470588	286.052631579	305.076923077	118.0	351.763157895	199.033333333	203.0	197.083333333	144.5	139.052631579	124.272727273	300.476190476	172.0	101.75	191.5	248.076923077	168.0	528.028571429	441.4	253.555555556	379.037037037	209.2	180.681818182	400.384615385	447.675675676	310.53125	312.666666667	358.130434783	344.125	307.12
alpha_rarefaction_802_4.txt	802	4	362.12244898	488.063829787	477.0	475.837837838	523.642857143	366.32	500.956521739	370.428571429	333.054545455	447.451612903	463.466666667	327.75	482.772727273	539.384615385	466.243243243	404.441176471	444.115384615	409.157894737	363.52173913	310.230769231	397.837209302	381.590909091	361.037037037	385.916666667	264.454545455	386.5	227.375	400.935483871	271.0	306.285714286	253.896551724	427.538461538	173.04	303.0	140.5	305.4375	230.789473684	158.2	341.433333333	224.888888889	178.153846154	149.260869565	180.2	200.5	121.153846154	266.538461538	105.153846154	133.769230769	140.875	250.0	176.066666667	467.609756098	413.395833333	192.357142857	336.076923077	144.4375	195.833333333	359.117647059	511.774193548	299.0	309.941176471	324.434782609	268.1	274.142857143
alpha_rarefaction_802_5.txt	802	5	410.348837209	503.557692308	536.517857143	445.139534884	410.318181818	494.0	437.666666667	318.487179487	378.357142857	532.882352941	428.788461538	444.775	410.0	345.1	384.428571429	376.285714286	516.666666667	226.75	388.279069767	304.285714286	426.903225806	389.0	376.666666667	396.757575758	261.434782609	489.0	389.214285714	329.090909091	367.576923077	399.8	370.5	326.06	207.4375	278.652173913	114.461538462	244.0	301.666666667	140.1	429.1	299.15	150.315789474	261.153846154	126.142857143	129.055555556	111.545454545	253.107142857	126.833333333	119.909090909	201.869565217	197.384615385	188.619047619	550.896551724	461.916666667	225.047619048	413.181818182	237.75	215.125	289.7	500.2	421.565217391	312.035714286	271.035714286	164.769230769	280.176470588
alpha_rarefaction_802_6.txt	802	6	454.535714286	469.063829787	490.56	594.0	367.263157895	402.163265306	497.161290323	498.088235294	477.170731707	448.784313725	489.590909091	403.794117647	423.0	403.12244898	398.083333333	451.428571429	564.30952381	232.8	313.5	308.0	491.487179487	389.8	453.434782609	309.833333333	250.541666667	510.137931034	220.5	327.170731707	311.2	240.75	297.954545455	335.181818182	202.4	346.12	156.2	214.24137931	236.647058824	133.111111111	307.0	205.75	196.230769231	312.090909091	88.6875	139.058823529	101.0	234.689655172	91.6875	105.666666667	180.8	266.111111111	201.5	529.923076923	374.75	271.315789474	417.076923077	182.769230769	254.6	386.0	417.0	353.666666667	292.363636364	295.869565217	203.25	294.272727273
alpha_rarefaction_802_7.txt	802	7	387.5	424.222222222	470.454545455	507.0	385.529411765	509.5	485.411764706	390.567567568	454.885714286	501.695652174	377.468085106	434.666666667	375.558823529	453.022222222	403.642857143	400.348837209	485.327868852	257.625	397.578947368	367.954545455	462.06122449	370.357142857	379.230769231	468.724137931	202.157894737	480.333333333	318.769230769	356.730769231	337.433333333	291.0	288.076923077	471.279069767	179.111111111	288.565217391	110.230769231	270.315789474	251.428571429	184.111111111	362.171428571	354.0	158.117647059	303.5	93.3333333333	118.235294118	127.0	309.235294118	118.588235294	116.588235294	208.555555556	181.71875	215.142857143	465.775	378.25	201.730769231	306.8	108.5	233.545454545	411.034482759	595.037037037	306.027777778	333.875	319.5	230.0	297.25
alpha_rarefaction_802_8.txt	802	8	416.181818182	475.0	454.630769231	419.636363636	394.105263158	432.660377358	431.5	359.341463415	458.527777778	457.892857143	433.40625	357.914893617	422.2	432.5	370.609756098	425.024390244	486.038461538	288.44	389.458333333	348.037037037	430.923076923	417.660377358	306.825	377.025	247.541666667	377.097560976	243.5	344.107142857	503.0	317.517241379	273.142857143	404.0	174.272727273	286.0	146.0	273.142857143	217.5	166.111111111	295.135135135	273.217391304	171.333333333	204.285714286	90.0	121.833333333	126.090909091	226.888888889	117.894736842	145.5	172.05	246.285714286	199.0	470.135135135	535.171428571	196.391304348	497.588235294	160.272727273	242.105263158	362.5	429.875	356.24	385.142857143	216.607142857	197.1	204.64
alpha_rarefaction_802_9.txt	802	9	407.936170213	387.42	511.188679245	405.234042553	467.046511628	422.5	542.234042553	301.885714286	420.0	424.041666667	496.903225806	396.738095238	400.636363636	451.438596491	447.135135135	405.348837209	535.82	271.0	509.029411765	319.724137931	540.617647059	469.135135135	431.565217391	318.466666667	231.884615385	379.025	261.434782609	400.111111111	350.161290323	280.4	321.125	404.56	164.0	303.222222222	113.909090909	236.884615385	227.315789474	196.2	320.941176471	291.0	161.272727273	224.0	104.3	132.0	101.666666667	286.666666667	107.071428571	93.3529411765	161.647058824	219.03125	147.055555556	492.25	430.365853659	193.576923077	462.473684211	173.5625	179.125	363.777777778	430.941176471	314.272727273	344.0	232.84	175.0	362.666666667
alpha_rarefaction_901_0.txt	901	0	409.222222222	441.75	482.096774194	474.466666667	487.622222222	450.288135593	492.444444444	485.24137931	402.893617021	524.518518519	404.269230769	528.137931034	396.028571429	439.288135593	407.6875	409.285714286	520.977272727	255.615384615	466.032258065	285.75	443.630434783	552.027027027	534.565217391	304.294117647	318.666666667	435.025	275.555555556	298.777777778	453.0	251.5	296.15	428.448979592	198.315789474	409.0	140.142857143	207.5	198.142857143	158.076923077	315.416666667	308.954545455	213.428571429	238.105263158	99.4	128.769230769	121.25	245.260869565	135.066666667	170.769230769	196.526315789	237.689655172	224.315789474	469.4	349.105263158	278.956521739	344.25	210.333333333	195.636363636	401.774193548	398.551724138	334.875	358.4	287.363636364	177.0	301.476190476
alpha_rarefaction_901_1.txt	901	1	448.894736842	387.448979592	586.471698113	431.404255319	406.782608696	485.902439024	520.951612903	431.885714286	449.294117647	480.8	401.255319149	420.75	596.777777778	482.026315789	531.162162162	452.127659574	479.232142857	238.666666667	425.228571429	326.428571429	438.0	552.9	353.894736842	334.923076923	323.136363636	445.642857143	240.142857143	355.59375	338.322580645	305.714285714	267.0	430.957446809	255.066666667	418.714285714	166.333333333	325.130434783	271.789473684	160.5	333.692307692	293.0	152.555555556	211.285714286	114.545454545	141.090909091	173.875	248.516129032	128.176470588	125.428571429	200.526315789	212.0	238.25	539.238095238	415.840909091	243.588235294	328.622222222	261.5	155.05	530.15	530.081081081	472.9	356.75	295.045454545	233.615384615	245.55
alpha_rarefaction_901_2.txt	901	2	435.645833333	440.266666667	565.638297872	462.882352941	519.734693878	432.12	571.294117647	488.933333333	539.848484848	459.609375	392.810344828	435.2	385.8	499.446808511	476.026315789	366.418604651	471.063829787	303.565217391	413.024390244	310.0	442.365853659	465.727272727	366.848484848	369.052631579	395.666666667	423.5	234.125	421.2	264.617647059	275.25	332.0	417.333333333	224.833333333	339.0	108.2	290.3125	248.0	162.076923077	405.588235294	297.375	211.052631579	211.454545455	112.333333333	142.052631579	130.75	261.884615385	130.0	107.0	244.882352941	261.884615385	197.315789474	479.5	457.063829787	293.476190476	507.052631579	137.666666667	213.391304348	395.972972973	378.357142857	361.333333333	360.620689655	278.0	218.071428571	290.0
alpha_rarefaction_901_3.txt	901	3	462.5	516.113207547	479.529411765	458.017857143	481.133333333	507.11627907	567.591836735	480.486486486	397.5	511.580645161	476.459459459	426.636363636	397.567567568	487.0	316.818181818	420.153846154	505.615384615	291.15625	388.571428571	331.0	401.5	455.41025641	382.033333333	435.677419355	305.681818182	416.7	269.857142857	382.21875	341.464285714	283.4	309.142857143	483.666666667	299.142857143	294.125	114.0625	327.44	216.55	124.214285714	402.75	283.565217391	172.0	203.730769231	121.909090909	146.583333333	139.571428571	214.032258065	159.5	138.0	182.894736842	270.035714286	253.555555556	512.695652174	489.157894737	259.222222222	322.972972973	342.6	178.0	394.28125	395.5	390.2	377.272727273	315.291666667	176.153846154	236.8
alpha_rarefaction_901_4.txt	901	4	457.675675676	468.388888889	657.142857143	471.333333333	550.5	409.088235294	570.679245283	387.837209302	537.027027027	481.131147541	479.926829268	388.512195122	393.935483871	552.886363636	488.0	456.488372093	537.826086957	261.222222222	461.078947368	462.285714286	381.357142857	413.108695652	365.774193548	415.024390244	240.666666667	373.133333333	253.043478261	393.9375	319.59375	400.25	281.666666667	439.142857143	193.9	446.047619048	136.6	302.681818182	187.038461538	156.6	398.387096774	345.285714286	130.071428571	178.454545455	106.666666667	127.5	238.0	280.789473684	134.066666667	121.214285714	221.352941176	244.6	202.555555556	475.5	475.56097561	266.913043478	436.1875	233.8	229.0	366.081081081	391.27027027	273.166666667	369.037037037	285.315789474	186.052631579	254.730769231
alpha_rarefaction_901_5.txt	901	5	376.254237288	539.517857143	483.833333333	476.063829787	431.381818182	475.454545455	489.6875	435.1	514.567567568	444.725806452	499.5	471.09375	423.034482759	542.25	453.46875	344.976744186	598.632653061	261.25	348.692307692	381.222222222	479.522727273	455.738095238	443.357142857	357.777777778	394.0	372.5	250.588235294	301.066666667	316.533333333	310.391304348	234.12	472.125	182.6875	367.4	137.6	282.176470588	210.052631579	167.1	411.4	310.0	179.066666667	302.05	144.0	136.0625	129.153846154	251.0	128.333333333	125.769230769	178.4	222.285714286	233.2	464.22	428.222222222	314.64	377.535714286	168.615384615	241.789473684	392.885714286	732.565217391	267.088235294	371.607142857	384.045454545	201.25	308.0
alpha_rarefaction_901_6.txt	901	6	372.368421053	477.842105263	537.555555556	519.645833333	440.20754717	469.348837209	506.058823529	339.1875	396.818181818	457.754098361	405.132075472	362.375	458.1875	463.840909091	531.176470588	341.263157895	548.6875	249.785714286	383.11627907	314.032258065	352.346938776	415.75	455.0	409.636363636	301.956521739	398.893617021	271.625	358.7	318.028571429	274.7	326.235294118	402.12244898	189.75	439.0	171.25	250.12	198.555555556	148.272727273	346.731707317	261.0	208.8125	267.0	98.0	147.333333333	120.25	321.875	127.0	100.235294118	212.65	296.5	293.909090909	429.0	452.565217391	266.714285714	373.416666667	196.083333333	226.157894737	402.230769231	538.1	395.875	318.53125	300.607142857	224.090909091	318.0
alpha_rarefaction_901_7.txt	901	7	429.765957447	498.0	544.368421053	437.388888889	385.2	440.645833333	508.904761905	378.0	427.153846154	513.188679245	415.333333333	412.571428571	440.875	506.195652174	416.763157895	385.270833333	720.588235294	388.555555556	440.826086957	332.464285714	413.136363636	453.682926829	403.228571429	387.365853659	282.0	416.12244898	263.260869565	320.4	278.783783784	278.724137931	258.260869565	366.88372093	185.176470588	273.25	142.571428571	303.0	186.652173913	179.666666667	386.285714286	296.045454545	268.272727273	227.0	128.5	172.333333333	108.083333333	206.441176471	125.833333333	103.4	223.25	332.260869565	232.333333333	436.069767442	414.660377358	234.037037037	352.527777778	145.105263158	200.5	404.0	446.526315789	395.24	337.888888889	373.9	212.833333333	296.636363636
alpha_rarefaction_901_8.txt	901	8	443.765957447	512.396226415	499.56	487.8125	412.685185185	455.5	489.478873239	451.621621622	467.62	569.518518519	489.708333333	393.0	384.575	460.471698113	395.3125	492.0	485.120689655	259.7	436.833333333	292.428571429	433.025	401.534883721	362.80952381	390.357142857	399.666666667	545.090909091	221.724137931	307.076923077	292.243243243	314.052631579	261.24137931	369.448979592	201.714285714	318.884615385	129.0	202.384615385	205.44	183.615384615	341.717391304	405.75	161.166666667	162.0	148.333333333	126.555555556	194.0	241.44	126.5	215.25	201.571428571	243.105263158	220.0	560.666666667	456.568181818	269.545454545	433.535714286	265.111111111	221.4	450.434782609	440.875	379.78125	333.037037037	332.875	181.5	204.0
alpha_rarefaction_901_9.txt	901	9	601.90625	448.0	510.1	424.20754717	384.8125	399.0	497.35	441.0	510.0	652.022727273	469.063829787	431.243902439	397.763157895	513.666666667	479.441176471	479.0	625.1875	280.615384615	362.82	324.794117647	487.317073171	460.8125	414.206896552	351.45	250.0	407.488372093	238.40625	430.0	301.277777778	286.206896552	285.84	382.5	175.0	376.384615385	111.5	214.444444444	256.0	176.333333333	375.0	272.222222222	184.058823529	203.0	94.0	123.142857143	147.333333333	216.0	115.142857143	146.4	240.5	230.903225806	223.954545455	577.0	390.157894737	331.5	321.444444444	276.0	186.333333333	371.777777778	454.5	303.533333333	365.171428571	229.027027027	288.625	231.230769231
alpha_rarefaction_1000_0.txt	1000	0	378.958333333	551.926829268	556.897058824	400.93220339	451.346938776	476.857142857	439.084507042	458.902439024	476.5625	459.358208955	441.591836735	387.097560976	425.365853659	537.372093023	506.0	463.75	536.557692308	344.043478261	430.023255814	391.0	559.666666667	401.2	341.216216216	538.162162162	274.517241379	410.046511628	231.055555556	344.976744186	323.558823529	252.058823529	294.076923077	478.5	245.285714286	317.090909091	164.909090909	238.71875	261.0	141.9375	436.111111111	349.045454545	225.3125	328.153846154	112.545454545	133.555555556	146.5	317.954545455	120.428571429	113.714285714	191.142857143	254.137931034	197.4	570.11627907	454.807692308	282.5	345.790697674	202.083333333	218.352941176	388.387096774	424.875	364.137931034	385.37037037	288.0	155.4375	519.2
alpha_rarefaction_1000_1.txt	1000	1	368.529411765	491.615384615	517.385964912	492.020408163	459.139534884	494.125	550.058823529	478.384615385	455.139534884	549.346938776	529.8	381.382978723	357.875	462.25	445.459459459	442.5	491.8	253.941176471	463.5	410.6	462.488372093	474.1	566.730769231	363.25	267.121212121	467.097560976	223.2	397.896551724	321.571428571	405.052631579	270.714285714	501.871794872	198.9	316.607142857	116.833333333	300.954545455	263.130434783	173.0	410.222222222	249.285714286	244.090909091	266.105263158	101.0	169.0	178.090909091	270.730769231	132.833333333	134.0	202.666666667	239.375	198.107142857	516.227272727	463.636363636	267.774193548	402.216216216	152.473684211	181.05	456.0	503.5	464.8	431.807692308	289.538461538	206.25	279.0
alpha_rarefaction_1000_2.txt	1000	2	407.042553191	459.147540984	552.258064516	477.06122449	521.076923077	451.622641509	576.0	502.184210526	438.591836735	594.482142857	397.842105263	432.025	464.243243243	537.018181818	541.0	505.765957447	499.642857143	305.714285714	411.222222222	355.162162162	404.163265306	466.837837838	462.1875	351.936170213	397.588235294	444.0	233.315789474	385.1	341.59375	392.416666667	479.0	444.20754717	223.833333333	422.545454545	159.363636364	204.535714286	275.666666667	104.230769231	327.957446809	327.666666667	316.666666667	204.772727273	106.0	202.5	133.375	325.5	159.0	102.25	184.25	273.176470588	193.166666667	518.022222222	590.676470588	348.4	474.636363636	177.0	204.555555556	360.081081081	502.023809524	396.2	361.303030303	290.6	275.1	331.3
alpha_rarefaction_1000_3.txt	1000	3	501.222222222	523.842105263	559.246153846	486.279069767	486.037735849	446.935483871	516.754098361	428.885714286	439.875	529.492537313	486.666666667	542.555555556	397.78125	526.196078431	441.9	463.5	468.953125	322.5	462.135135135	468.724137931	499.731707317	419.518518519	368.375	400.272727273	212.8	422.0	275.037037037	384.171428571	350.483870968	372.454545455	305.476190476	404.725490196	204.5	371.129032258	139.3125	293.076923077	223.12	145.571428571	458.037037037	310.8	173.882352941	270.8	93.5	135.071428571	135.866666667	262.896551724	141.6	148.5	201.142857143	237.37037037	231.5	454.777777778	519.977272727	317.64	349.027027027	177.153846154	193.954545455	303.25	480.6	375.027027027	279.529411765	235.081081081	169.105263158	284.0
alpha_rarefaction_1000_4.txt	1000	4	462.25	453.014285714	487.545454545	495.842105263	526.692307692	486.078431373	496.196721311	476.459459459	412.024390244	610.448275862	527.022222222	454.692307692	401.763157895	511.282608696	512.216216216	434.108695652	577.016949153	318.090909091	427.12244898	326.090909091	475.977272727	474.15	429.903225806	426.333333333	275.757575758	461.519230769	251.043478261	451.0	309.090909091	291.565217391	383.55	418.108695652	219.5	401.045454545	309.0	263.625	283.5	179.333333333	495.785714286	256.107142857	258.071428571	231.333333333	92.9090909091	156.928571429	130.666666667	263.689655172	151.461538462	154.583333333	182.588235294	279.714285714	262.0	507.019607843	421.695652174	232.428571429	437.1875	169.176470588	213.5	336.0	387.666666667	315.923076923	391.0	289.0	190.176470588	236.888888889
alpha_rarefaction_1000_5.txt	1000	5	428.622222222	454.666666667	594.245901639	631.895833333	520.018867925	443.454545455	460.517857143	451.651162791	377.037735849	493.727272727	469.222222222	429.142857143	481.0	519.113207547	472.228571429	426.404255319	611.472727273	321.5	476.279069767	313.5	465.078431373	403.8	481.964285714	437.161290323	289.538461538	410.837209302	292.714285714	437.103448276	283.916666667	316.2	290.103448276	444.47826087	193.105263158	306.794117647	202.0	256.04	204.526315789	215.142857143	431.161290323	297.375	201.5	221.055555556	123.6	120.071428571	167.142857143	228.0	122.0	127.066666667	185.037037037	266.730769231	292.75	494.418181818	551.263157895	263.0	407.333333333	212.0	203.565217391	471.965517241	488.157894737	413.161290323	448.375	265.25	151.647058824	381.142857143
alpha_rarefaction_1000_6.txt	1000	6	380.471698113	522.058823529	512.048387097	400.015384615	455.857142857	434.75	497.096774194	392.87755102	414.285714286	518.056603774	487.56	388.529411765	453.609756098	491.775862069	409.733333333	440.636363636	509.333333333	337.260869565	539.085714286	330.428571429	363.142857143	418.0	464.0	339.837837838	323.05	545.081081081	265.714285714	309.394736842	350.028571429	282.451612903	312.6	376.381818182	185.0	366.125	140.461538462	290.5	236.375	134.5	430.4375	264.636363636	219.428571429	220.0	91.5454545455	163.571428571	141.090909091	221.032258065	122.083333333	130.428571429	168.136363636	229.483870968	181.0	484.071428571	504.568181818	245.84375	385.636363636	191.071428571	180.714285714	466.375	485.47826087	363.285714286	417.035714286	288.763157895	212.833333333	268.454545455
alpha_rarefaction_1000_7.txt	1000	7	516.590909091	481.754098361	570.705882353	442.381818182	467.842105263	595.666666667	502.6875	408.523809524	427.153846154	568.784313725	541.630434783	505.568181818	493.322580645	489.333333333	493.8	432.153846154	530.789473684	317.217391304	403.638297872	319.454545455	468.977272727	405.813953488	403.885714286	482.166666667	250.4375	462.333333333	388.5	357.023809524	344.125	297.037037037	434.055555556	506.738095238	254.1875	355.896551724	165.75	297.8	269.473684211	155.545454545	420.236842105	310.272727273	207.714285714	275.136363636	154.5	145.769230769	172.0	276.75	124.9375	135.090909091	220.55	314.2	216.0	464.2	489.622222222	271.433333333	424.0	237.0	217.730769231	332.333333333	424.956521739	340.107142857	355.75	407.666666667	258.6	291.375
alpha_rarefaction_1000_8.txt	1000	8	425.132075472	535.113207547	574.142857143	513.779661017	449.304347826	445.052631579	561.4	429.153846154	417.555555556	483.672413793	463.727272727	487.731707317	382.468085106	565.384615385	490.837837838	402.632653061	501.342465753	320.517241379	428.256410256	340.8	459.82	480.52173913	436.8	568.935483871	325.15	452.319148936	316.666666667	372.052631579	328.794117647	323.344827586	303.777777778	453.947368421	188.04	312.193548387	128.615384615	259.7	269.058823529	135.666666667	329.108108108	289.125	256.4	193.956521739	88.9090909091	130.555555556	133.0	296.103448276	112.25	140.6	183.4	206.576923077	188.25	464.25	486.318181818	350.894736842	333.567567568	210.333333333	237.235294118	465.0	449.894736842	328.6	334.03030303	309.096774194	189.5	298.636363636
alpha_rarefaction_1000_9.txt	1000	9	424.684210526	575.181818182	555.762711864	490.666666667	435.529411765	440.266666667	539.964912281	427.717948718	466.775	708.731707317	462.0	349.553191489	448.333333333	448.0	406.534883721	428.642857143	586.596774194	349.6	393.022222222	423.034482759	461.568181818	544.451612903	363.085714286	467.103448276	374.105263158	351.071428571	266.5	357.666666667	328.25	329.666666667	291.034482759	420.411764706	231.055555556	337.037037037	121.25	324.789473684	219.65	128.0	400.567567568	289.615384615	180.352941176	210.2	102.75	139.428571429	133.090909091	208.37037037	113.866666667	124.0625	258.428571429	249.137931034	177.041666667	634.525	471.12244898	283.956521739	547.391304348	198.588235294	196.875	437.384615385	418.117647059	397.387096774	277.833333333	301.322580645	131.05	367.0
