#OTUID	taxonomy	USEARCH	SINTAX	UTAX
685	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	KT270329;tax=k:Fungi (96.9)	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes
686	KF381086;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus micaceus	KF381086;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus micaceus (99.7)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus micaceus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
687	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (95.5)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes
689	SINTAX;k:Fungi,p:Ascomycota	AM921746;tax=k:Fungi,p:Ascomycota (83.8)	k:Fungi,p:Ascomycota	k:Fungi
690	JF289146;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Aspergillus	JF289146;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Aspergillus (97.3)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Aspergillus	k:Fungi,p:Ascomycota,c:Eurotiomycetes
693	AF455533;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Aureobasidium,s:Aureobasidium pullulans	AF455533;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Aureobasidium,s:Aureobasidium pullulans (99.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae
694	KX082929;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys,s:Clonostachys rosea	KX082929;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys,s:Clonostachys rosea (99.7)	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae
696	SINTAX;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus	* (*)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus	k:Fungi,p:Basidiomycota,c:Agaricomycetes
697	SINTAX;k:Fungi	EU687153;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Halosphaeriaceae (88.6)	k:Fungi	k:Fungi
698	AF444410;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus	AF444410;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus (98.6)	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
700	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	FN392304;tax=k:Fungi (100.0)	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
701	KX274240;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Tremateia	KX274240;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Tremateia (99.7)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
702	UTAX;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae	FJ235993;tax=k:Fungi (99.3)	k:Fungi	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae
705	EF504855;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae	EF504855;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes
706	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	KF128767;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia (96.2)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes
707	AF444630;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae,g:Leucosporidium	AF444630;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae,g:Leucosporidium (100.0)	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae,g:Leucosporidium	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae
709	GU054203;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Periconia	GU054203;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Periconia (99.3)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
710	FJ820573;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	FJ820573;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae
711	FJ527034;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus	FJ527034;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus (98.2)	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
712	AF444530;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,g:Rhodotorula,s:Rhodotorula fragaria	AF444530;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,g:Rhodotorula,s:Rhodotorula fragaria (100.0)	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,g:Rhodotorula,s:Rhodotorula fragaria	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales
713	EU718113;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Sclerodermataceae,g:Pisolithus	EU718113;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Sclerodermataceae,g:Pisolithus (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Sclerodermataceae,g:Pisolithus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Sclerodermataceae,g:Pisolithus
718	KC005774;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Phialophora,s:Phialophora livistonae	KC005774;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Phialophora,s:Phialophora livistonae (100.0)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Phialophora,s:Phialophora livistonae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Phialophora,s:Phialophora livistonae
719	KC510275;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae,g:Paraconiothyrium	KC510275;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae,g:Paraconiothyrium (97.9)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes
723	AY999119;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Schizothecium,s:Schizothecium curvisporum	AY999119;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Schizothecium,s:Schizothecium curvisporum (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae
726	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae	KU214541;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (100.0)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae
729	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	HQ914839;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (95.6)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes
731	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	KF128767;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia (96.5)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
732	JN206049;k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor flavus	JN206049;tax=k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor flavus (99.0)	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor flavus	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae
733	SINTAX;k:Fungi,p:Ascomycota	HG937095;tax=k:Fungi,p:Ascomycota (84.2)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
734	SINTAX;k:Fungi,p:Ascomycota,c:Eurotiomycetes	HQ832954;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales (92.5)	k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes
735	EU484199;k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor mucedo	EU484199;tax=k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor mucedo (99.3)	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor mucedo	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor mucedo
737	SINTAX;k:Fungi	HG764546;tax=k:Fungi (70.4)	k:Fungi	k:Fungi
738	JX043059;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	JX043059;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae (98.9)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
739	AF444574;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,g:Curvibasidium,s:Curvibasidium cygneicollum	AF444574;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes,g:Curvibasidium,s:Curvibasidium cygneicollum (100.0)	k:Fungi,p:Basidiomycota,c:Microbotryomycetes	k:Fungi,p:Basidiomycota,c:Microbotryomycetes
740	GU073010;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Rhinocladiella	GU073010;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Rhinocladiella (97.9)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Rhinocladiella	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Rhinocladiella
742	UTAX;k:Fungi,p:Ascomycota,c:Eurotiomycetes	KP897472;tax=k:Fungi (87.7)	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes
747	UTAX;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	AB615567;tax=k:Fungi (99.0)	k:Fungi	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
748	JF499833;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Catenulostroma,s:Catenulostroma hermanusense	JF499833;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Catenulostroma,s:Catenulostroma hermanusense (99.7)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae
749	UTAX;k:Fungi,p:Ascomycota	EU480223;tax=k:Fungi (92.0)	k:Fungi	k:Fungi,p:Ascomycota
751	KJ158178;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium restrictum	KJ158178;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium restrictum (100.0)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium restrictum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae
753	FJ755227;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,g:Panaeolus,s:Panaeolus papilionaceus	FJ755227;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,g:Panaeolus,s:Panaeolus papilionaceus (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,g:Panaeolus,s:Panaeolus papilionaceus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
754	AF260328;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Pyrenophora,s:Pyrenophora chaetomioides	AF260328;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Pyrenophora,s:Pyrenophora chaetomioides (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Pyrenophora,s:Pyrenophora chaetomioides	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
756	UTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes	KT244078;tax=k:Fungi (97.8)	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes
759	KM247513;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae	KM247513;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae (97.3)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales
760	GQ272637;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	GQ272637;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales (98.6)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
762	SINTAX;k:Fungi	KF534505;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales (87.7)	k:Fungi	k:Fungi
765	SINTAX;k:Fungi	KR015948;tax=k:Fungi (91.1)	k:Fungi	k:Fungi
768	UTAX;k:Fungi,p:Ascomycota	JN198437;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Scleropezicula (84.9)	k:Fungi	k:Fungi,p:Ascomycota
770	SINTAX;k:Fungi	* (*)	k:Fungi	*
771	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	KF128767;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia (94.2)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes
773	AY854979;k:Fungi,p:Basidiomycota,c:Exobasidiomycetes,o:Entylomatales,f:Entylomataceae,g:Entyloma,s:Entyloma matricariae	AY854979;tax=k:Fungi,p:Basidiomycota,c:Exobasidiomycetes,o:Entylomatales,f:Entylomataceae,g:Entyloma,s:Entyloma matricariae (99.0)	k:Fungi,p:Basidiomycota,c:Exobasidiomycetes,o:Entylomatales,f:Entylomataceae,g:Entyloma	k:Fungi,p:Basidiomycota,c:Exobasidiomycetes,o:Entylomatales,f:Entylomataceae,g:Entyloma
774	SINTAX;k:Fungi,p:Ascomycota	GQ377486;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia (80.5)	k:Fungi,p:Ascomycota	k:Fungi
777	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	GU910939;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (87.5)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota
779	AJ244276;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Pringsheimia,s:Pringsheimia euphorbiae	AJ244276;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Pringsheimia,s:Pringsheimia euphorbiae (99.7)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Pringsheimia,s:Pringsheimia euphorbiae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Pringsheimia
781	UTAX;k:Fungi,p:Zygomycota,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella capitata	EU877747;tax=k:Fungi,p:Zygomycota,o:Mortierellales,f:Mortierellaceae,g:Mortierella (100.0)	k:Fungi,p:Zygomycota,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Zygomycota,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella capitata
782	EF505182;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	EF505182;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes
785	SINTAX;k:Fungi	KP892250;tax=k:Fungi (87.8)	k:Fungi	k:Fungi
787	SINTAX;k:Fungi	* (*)	k:Fungi	*
788	SINTAX;k:Fungi	* (*)	k:Fungi	*
789	KC412006;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Calycina,s:Calycina claroflava	KC412006;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Calycina,s:Calycina claroflava (99.6)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Calycina,s:Calycina claroflava	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
790	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	JX076984;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia polymorpha (92.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
793	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (94.5)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes
797	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	GU911102;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (89.9)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes
798	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	FN392296;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia (93.4)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
800	SINTAX;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	EU035407;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora,s:Cladophialophora hostae (93.2)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes
801	SINTAX;k:Fungi,p:Ascomycota	JX270475;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Gymnoascaceae,g:Gymnoascoideus (76.8)	k:Fungi,p:Ascomycota	k:Fungi
803	UTAX;k:Fungi,p:Ascomycota	EU035404;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora,s:Cladophialophora chaetospira (88.1)	k:Fungi	k:Fungi,p:Ascomycota
804	UTAX;k:Fungi,p:Ascomycota,c:Eurotiomycetes	KF614889;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales (91.1)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Eurotiomycetes
807	FJ466728;k:Fungi,p:Ascomycota,c:Sordariomycetes,f:Apiosporaceae,g:Arthrinium	FJ466728;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,f:Apiosporaceae,g:Arthrinium (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,f:Apiosporaceae,g:Arthrinium	k:Fungi,p:Ascomycota,c:Sordariomycetes,f:Apiosporaceae,g:Arthrinium
808	EU516854;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	EU516854;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae (99.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
809	EF635677;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales	EF635677;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales
810	SINTAX;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	HQ649886;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium (96.9)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae
811	UTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium	LC015668;tax=k:Fungi,p:Ascomycota (100.0)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium
816	SINTAX;k:Fungi	* (*)	k:Fungi	k:Fungi
819	SINTAX;k:Fungi,p:Ascomycota	KP335523;tax=k:Fungi (73.3)	k:Fungi,p:Ascomycota	k:Fungi
820	AJ131785;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae,g:Castanedomyces,s:Castanedomyces australiensis	AJ131785;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae,g:Castanedomyces,s:Castanedomyces australiensis (99.0)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae
829	JN943646;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Drechslera,s:Drechslera andersenii	JN943646;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Drechslera,s:Drechslera andersenii (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Drechslera,s:Drechslera andersenii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae
831	UTAX;k:Fungi,p:Ascomycota,c:Leotiomycetes	KC966355;tax=k:Fungi (99.3)	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes
832	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	EU480250;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (93.2)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
833	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	EU480250;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (90.3)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi
834	SINTAX;k:Plantae	KF800333;tax=k:Plantae (71.3)	k:Plantae	*
835	UTAX;*	* (*)		*
838	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (94.2)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes
